Independent Variable,Dependent Variable,Dependent Variable Slug,Cpus Per Node,Num Simels Per Cpu,Slope Estimate,Slope Estimate 95% CI Lower Bound,Slope Estimate 95% CI Upper Bound,Absolute Effect Size,Absolute Effect Size 95% CI Lower Bound,Absolute Effect Size 95% CI Upper Bound,Absolute Effect Size 95% CI Width,Relative Effect Size,Relative Effect Size 95% CI Lower Bound,Relative Effect Size 95% CI Upper Bound,Relative Effect Size 95% CI Width,Intercept Estimate,Intercept Estimate 95% CI Lower Bound,Intercept Estimate 95% CI Upper Bound,R^2,p,Significant?,Significant Effect Sign,n,Filter,Num Processes,Num Processes Prettyprint,Regression Model,Statistic
Log Num Processes,Delivery Clumpiness,delivery-clumpiness,1,2048,0.03463886970233601,0.01954163613418123,0.04973610327049079,0.03463886970233601,0.01954163613418123,0.04973610327049079,0.030194467136309563,0.05596107514840581,0.03157063084405346,0.08035151945275816,0.0487808886087047,0.5520351327135586,0.5050959259991599,0.5989743394279574,0.440988889212499,6.29993641727726e-05,True,+,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Simstep Period Inlet (ns),simstep-period-inlet-ns,1,2048,138786.2401358037,89226.35388431935,188346.12638728804,138786.2401358037,89226.35388431935,188346.12638728804,99119.77250296868,0.08133715090059318,0.05229205289441632,0.11038224890677005,0.05809019601235373,1501955.5934427618,1347867.6451442419,1656043.5417412817,0.5402692807725823,3.729351364843757e-06,True,+,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Simstep Period Outlet (ns),simstep-period-outlet-ns,1,2048,137646.97886178613,89051.3466442465,186242.61107932578,137646.97886178613,89051.3466442465,186242.61107932578,97191.26443507928,0.08226028939980504,0.053218672919466206,0.1113019058801439,0.05808323296067769,1469692.5743749617,1318602.613702466,1620782.5350474573,0.5459295860242285,3.120993029129374e-06,True,+,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Latency Walltime Inlet (ns),latency-walltime-inlet-ns,4,1,-7602.136983915034,-23621.10508281317,8416.8311149831,-7602.136983915034,-23621.10508281317,8416.8311149831,32037.93619779627,-0.016891468351195815,-0.05248460397001821,0.01870166726762658,0.07118627123764479,455113.2153485483,405308.21951596154,504918.2111811351,0.03264834850382303,0.33931714801457946,False,0,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Latency Walltime Outlet (ns),latency-walltime-outlet-ns,4,1,-8397.276486325758,-24426.9348023211,7632.3818296695845,-8397.276486325758,-24426.9348023211,7632.3818296695845,32059.31663199068,-0.018513315106259202,-0.05385359667647325,0.016826966463954852,0.0706805631404281,459836.9254602562,409998.6923919943,509675.15852851816,0.039500277836354236,0.2923986045939655,False,0,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Latency Simsteps Inlet,latency-simsteps-inlet,4,1,-0.5442153986240884,-0.7419866882206424,-0.3464441090275344,-0.5442153986240884,-0.7419866882206424,-0.3464441090275344,0.395542579193108,-0.0808824361195381,-0.11027562076207922,-0.05148925147699698,0.05878636928508224,7.647029154155099,7.032133226193347,8.261925082116852,0.5315550531500005,4.8859075143711495e-06,True,-,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Latency Simsteps Outlet,latency-simsteps-outlet,4,1,-0.5695101049890896,-0.7600324543669063,-0.37898775561127296,-0.5695101049890896,-0.7600324543669063,-0.37898775561127296,0.3810446987556333,-0.08361791103063951,-0.11159121777280502,-0.055644604288473995,0.055946613484331026,7.783378183720368,7.191020126809729,8.375736240631007,0.5724696650132934,1.3149158552244357e-06,True,-,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Delivery Failure Rate,delivery-failure-rate,4,1,0.021999308403050633,0.010416319702862869,0.0335822971032384,0.021999308403050633,0.010416319702862869,0.0335822971032384,0.023165977400375532,0.43927085295586416,0.20798770382722812,0.6705540020845003,0.46256629825727225,0.006440740338853047,-0.02957223505257887,0.04245371573028496,0.3508892817137407,0.0005631807286766953,True,+,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Delivery Clumpiness,delivery-clumpiness,4,1,0.020532114787814658,0.011240292847801184,0.029823936727828133,0.020532114787814658,0.011240292847801184,0.029823936727828133,0.01858364388002695,0.06009096552997454,0.03289675988295656,0.08728517117699253,0.05438841129403597,0.30337476396374036,0.27448531552096944,0.3322642124065113,0.4225367523249537,0.0001011272511626059,True,+,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Simstep Period Inlet (ns),simstep-period-inlet-ns,4,1,2607.6812560786707,426.15146076978635,4789.211051387555,2607.6812560786707,426.15146076978635,4789.211051387555,4363.059590617769,0.039610744086625155,0.006473251443344435,0.07274823672990587,0.06627498528656144,61530.80288042029,54748.15110826922,68313.45465257137,0.17635952634077812,0.02086504301132864,True,+,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Simstep Period Outlet (ns),simstep-period-outlet-ns,4,1,2686.5499508312287,719.053986822935,4654.045914839522,2686.5499508312287,719.053986822935,4654.045914839522,3934.991928016587,0.04139465485241851,0.011079262306506335,0.07171004739833067,0.06063078509182434,60444.990494008394,54327.79694676582,66562.18404125098,0.2183876533398581,0.009220838000338273,True,+,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
