Independent Variable,Dependent Variable,Dependent Variable Slug,Cpus Per Node,Num Simels Per Cpu,Slope Estimate,Slope Estimate 95% CI Lower Bound,Slope Estimate 95% CI Upper Bound,Absolute Effect Size,Absolute Effect Size 95% CI Lower Bound,Absolute Effect Size 95% CI Upper Bound,Absolute Effect Size 95% CI Width,Relative Effect Size,Relative Effect Size 95% CI Lower Bound,Relative Effect Size 95% CI Upper Bound,Relative Effect Size 95% CI Width,Intercept Estimate,Intercept Estimate 95% CI Lower Bound,Intercept Estimate 95% CI Upper Bound,R^2,p,Significant?,Significant Effect Sign,n,Filter,Num Processes,Num Processes Prettyprint,Regression Model,Statistic
Log Num Processes,Latency Walltime Inlet (ns),latency-walltime-inlet-ns,4,2048,280317.70340233174,153030.14840554763,407605.2583991159,280317.70340233174,153030.14840554763,407605.2583991159,254575.10999356824,0.15401705518259223,0.08408050053745358,0.22395360982773088,0.1398731092902773,1377116.2002613996,981363.1088627682,1772869.291660031,0.4208878405006443,0.0001054245821746408,True,+,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Latency Walltime Outlet (ns),latency-walltime-outlet-ns,4,2048,278787.4770151966,148714.3667808851,408860.58724950807,278787.4770151966,148714.3667808851,408860.58724950807,260146.22046862298,0.15139704347118801,0.0807601392048488,0.22203394773752724,0.14127380853267846,1403214.9337106803,998801.199120804,1807628.6683005567,0.4077261479858977,0.00014640524241289968,True,+,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Latency Simsteps Inlet,latency-simsteps-inlet,4,2048,0.0035885202658039773,-0.031189294823595417,0.03836633535520337,0.0035885202658039773,-0.031189294823595417,0.03836633535520337,0.06955563017879879,0.0027437394286950923,-0.023846959644108927,0.02933443850149911,0.05318139814560804,1.300248625393101,1.1921200040674143,1.4083772467187876,0.0015929728676350452,0.8341347449804981,False,0,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Latency Simsteps Outlet,latency-simsteps-outlet,4,2048,0.00900132979206894,-0.029692957152031116,0.047695616736169,0.00900132979206894,-0.029692957152031116,0.047695616736169,0.07738857388820011,0.00678186810676211,-0.022371552176906555,0.035935288390430774,0.05830684056733733,1.3110490617147612,1.1907436345425588,1.4313544888869636,0.008044266958913693,0.6374055947324533,False,0,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Delivery Failure Rate,delivery-failure-rate,4,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Delivery Clumpiness,delivery-clumpiness,4,2048,-0.032558384190058985,-0.07007375255962453,0.004956984179506553,-0.032558384190058985,-0.07007375255962453,0.004956984179506553,0.07503073673913108,-0.04608346726071461,-0.09918310021364188,0.007016165692212648,0.10619926590585453,0.7692522871555613,0.6526122667891625,0.88589230752196,0.10142313299332029,0.08630941831872418,False,0,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Simstep Period Inlet (ns),simstep-period-inlet-ns,4,2048,174352.00827858463,91894.30455349092,256809.71200367835,174352.00827858463,91894.30455349092,256809.71200367835,164915.40745018743,0.11635614722811023,0.061326894571618926,0.17138539988460155,0.11005850531298263,1235545.7864219213,979174.3669248405,1491917.2059190022,0.4011927170589735,0.00017190573307869072,True,+,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Simstep Period Outlet (ns),simstep-period-outlet-ns,4,2048,174123.88721221834,93066.77764759201,255180.99677684467,174123.88721221834,93066.77764759201,255180.99677684467,162114.21912925265,0.11861045942648157,0.0633956284278755,0.17382529042508765,0.11042966199721216,1204179.3894522719,952162.5941665984,1456196.1847379454,0.4088181147908023,0.00014250632511337728,True,+,30,lambda row: True,16_64_256,16/64/256,Ordinary Least Squares Regression,mean
Log Num Processes,Latency Walltime Inlet (ns),latency-walltime-inlet-ns,1,1,-26364.20042554076,-46719.595104054424,-6008.805747027094,-26364.20042554076,-46719.595104054424,-6008.805747027094,40710.78935702733,-0.04896457263982108,-0.08676936797822804,-0.011159777301414132,0.07560959067681391,577030.1109144991,513742.6169339245,640317.6048950738,,0.01299287746294531,True,-,30,lambda row: True,16_64_256,16/64/256,Quantile Regression,median
Log Num Processes,Latency Walltime Outlet (ns),latency-walltime-outlet-ns,1,1,-25947.1998465052,-46974.0721598907,-4920.327533119696,-25947.1998465052,-46974.0721598907,-4920.327533119696,42053.744626771004,-0.04772537345163256,-0.08640065786045398,-0.009050089042811136,0.07735056881764284,577621.1667566438,512245.96396736207,642996.3695459255,,0.01740372496304578,True,-,30,lambda row: True,16_64_256,16/64/256,Quantile Regression,median
Log Num Processes,Latency Simsteps Inlet,latency-simsteps-inlet,1,1,-1.094059176582756,-1.572600638807426,-0.6155177143580861,-1.094059176582756,-1.572600638807426,-0.6155177143580861,0.95708292444934,-0.140983837526993,-0.20265016527622995,-0.07931750977775606,0.12333265549847389,9.723695873537997,8.235850003275038,11.211541743800955,,6.593728218348322e-05,True,-,30,lambda row: True,16_64_256,16/64/256,Quantile Regression,median
